-1.95288, -2.02928
-1.48024, -1.59288
-1.37035, -1.52723
-1.30805, -1.51
-1.27705, -1.52729
-1.28232, -1.58914
-1.2623, -1.62144
-1.22965, -1.63768
-1.21133, -1.67333
-1.24245, -1.78094
-1.22134, -1.81748
-1.24745, -1.92819
-1.25498, -2.01614
-1.28996, -2.15529
-1.20043, -2.08753
-1.15566, -2.0934
-1.13375, -2.14119
-1.07349, -2.11588
-1.05309, -2.16866
-0.843343, -1.81675
-0.811769, -1.83178
-0.818142, -1.93672
-1.11785, -2.7806
-0.904179, -2.36769
-0.84086, -2.32273
-0.791802, -2.31254
-0.715818, -2.21609
-0.421738, -1.38802
-0.396109, -1.39047
-0.367154, -1.37977
-0.331161, -1.33806
-0.298185, -1.30185
-0.274498, -1.30248
-0.252186, -1.30947
-0.22912, -1.31267
-0.203891, -1.30188
-0.150822, -1.08678
-0.124527, -1.0289
-0.101477, -0.981812
-0.0842286, -0.982294
-0.065365, -0.958575
-0.048384, -0.954804
-0.0318213, -0.958766
-0.0150631, -0.957867
0.00159413, -0.9221
0.0184346, -0.960905
0.0348857, -0.951813
0.0500873, -0.925117
0.065397, -0.912546
0.0815705, -0.91415
0.0968691, -0.906568
0.11397, -0.915125
0.123412, -0.86724
0.142769, -0.891431
0.156322, -0.877669
0.170162, -0.867399
0.183825, -0.857535
0.195256, -0.839126
0.201734, -0.803193
0.229276, -0.84979
0.247469, -0.857429
0.259888, -0.844828
0.270053, -0.826273
0.284432, -0.821435
0.303193, -0.828556
0.315905, -0.818727
0.324547, -0.799301
0.34104, -0.799593
0.355618, -0.795028
0.374253, -0.798978
0.400621, -0.817804
0.408371, -0.798059
0.426132, -0.798106
0.441033, -0.792411
0.456914, -0.788248
0.470602, -0.780154
0.469517, -0.748502
0.48199, -0.739398
0.524753, -0.775084
0.546009, -0.776919
1.1361, -1.55804
1.1684, -1.54496
1.19956, -1.52991
1.21882, -1.49981
1.26549, -1.50286
1.29578, -1.48543
1.33136, -1.47349
1.36749, -1.46138
1.40157, -1.44636
1.43142, -1.42648
1.46379, -1.40869
1.51193, -1.40502
1.54858, -1.3895
1.57951, -1.36826
1.62169, -1.35598
1.65647, -1.33665
1.69492, -1.3195
1.18324, -0.888432
1.144, -0.828144
1.14088, -0.795918
1.13556, -0.763093
1.07864, -0.69783
1.08076, -0.672737
1.08894, -0.651741
1.10186, -0.633623
1.10007, -0.607292
1.08974, -0.577012
1.04199, -0.528651
1.06017, -0.514811
0.958104, -0.444756
0.958514, -0.424774
0.955681, -0.403714
0.946054, -0.38033
0.926554, -0.353834
0.908149, -0.328762
0.906057, -0.310229
0.89717, -0.289794
0.895317, -0.272034
0.8967, -0.255448
0.87416, -0.232611
0.873383, -0.216156
0.868513, -0.198931
0.861855, -0.181636
0.894918, -0.172349
0.924328, -0.161337
0.951992, -0.149094
0.950544, -0.131915
0.956601, -0.115777
0.966903, -0.0999359
0.974765, -0.0835831
