-4.37114e-07, -10
0.174524, -9.99848
0.348995, -9.99391
0.52336, -9.98629
0.697564, -9.97564
0.871557, -9.96195
1.04528, -9.94522
1.21869, -9.92546
1.39173, -9.90268
1.56434, -9.87688
1.73648, -9.84808
1.90809, -9.81627
2.07912, -9.78148
2.24951, -9.7437
2.41922, -9.70296
2.58819, -9.65926
2.75637, -9.61262
2.92372, -9.56305
3.09017, -9.51057
3.25568, -9.45519
3.4202, -9.39693
3.58368, -9.3358
3.74607, -9.27184
3.90731, -9.20505
4.06737, -9.13546
4.22618, -9.06308
4.38371, -8.98794
4.5399, -8.91007
4.69472, -8.82948
4.8481, -8.7462
5, -8.66025
5.15038, -8.57167
5.29919, -8.48048
5.44639, -8.38671
5.59193, -8.29038
5.73576, -8.19152
5.87785, -8.09017
6.01815, -7.98636
6.15661, -7.88011
6.2932, -7.77146
6.42788, -7.66045
6.56059, -7.5471
6.69131, -7.43145
1.44993, -1.55486
1.11579, -1.15543
0.824352, -0.824352
0.84036, -0.811526
0.8166, -0.761492
0.870536, -0.783834
0.699532, -0.608094
0.709112, -0.595015
0.831096, -0.673008
0.840057, -0.656325
0.849792, -0.640365
0.862926, -0.626953
0.889363, -0.622739
1.08344, -0.730789
0.957548, -0.621839
0.969396, -0.605746
1.04981, -0.630792
1.09789, -0.633865
1.10212, -0.610916
1.09831, -0.58398
1.11097, -0.566067
1.11146, -0.542097
0.810581, -0.37798
0.824421, -0.367056
0.829855, -0.352253
0.823962, -0.332902
0.81413, -0.312515
0.812735, -0.295811
0.810991, -0.279247
0.809216, -0.26293
0.815189, -0.249228
1.13329, -0.324965
0.810407, -0.217148
0.809665, -0.201872
0.811978, -0.18746
0.810137, -0.1722
0.811368, -0.157714
0.810525, -0.142917
0.825618, -0.130765
0.811917, -0.114107
0.809017, -0.0993349
0.813758, -0.0855294
0.810789, -0.0709349
0.809518, -0.056607
0.810059, -0.0424534
0.80952, -0.0282691
0.810584, -0.0141488
0.808645, 0
0.804595, 0.0140442
0.803697, 0.0280657
0.804871, 0.0421815
0.804026, 0.0562229
0.807284, 0.0706282
0.80444, 0.08455
0.803652, 0.098676
0.808976, 0.113694
0.808198, 0.128006
0.812475, 0.143261
0.810688, 0.157582
0.807857, 0.171715
0.807031, 0.186318
0.806503, 0.201084
0.810315, 0.217123
0.807842, 0.231645
0.810771, 0.247878
0.807257, 0.262293
0.806089, 0.277559
0.810832, 0.295119
0.80946, 0.310723
0.805981, 0.325637
0.810338, 0.343968
0.824802, 0.367225
0.810214, 0.377809
0.813172, 0.39661
0.814007, 0.414757
0.803939, 0.427462
0.801415, 0.444231
1.14925, 0.663521
1.1462, 0.688705
0.705727, 0.440987
0.709497, 0.460753
0.710301, 0.479104
0.709555, 0.496835
0.708936, 0.515072
0.722233, 0.544242
0.774886, 0.605407
0.738658, 0.598153
0.747575, 0.62729
0.788239, 0.685205
0.749878, 0.675194
0.727942, 0.678817
0.793882, 0.766643
0.653767, 0.653767
0.642629, 0.665462
0.639654, 0.685945
0.660562, 0.733628
0.646522, 0.743738
6.42788, 7.66044
6.29321, 7.77146
6.15662, 7.88011
6.01815, 7.98635
5.87785, 8.09017
5.73576, 8.19152
5.59193, 8.29037
5.44639, 8.38671
5.29919, 8.48048
5.15038, 8.57167
5, 8.66025
4.8481, 8.7462
4.69472, 8.82948
4.53991, 8.91006
4.38371, 8.98794
4.22618, 9.06308
4.06737, 9.13546
3.90731, 9.20505
3.74607, 9.27184
3.58368, 9.3358
3.4202, 9.39693
3.25568, 9.45519
3.09017, 9.51056
2.92372, 9.56305
2.75637, 9.61262
2.58819, 9.65926
2.41922, 9.70296
2.24951, 9.7437
2.07912, 9.78148
1.90809, 9.81627
1.73648, 9.84808
1.56434, 9.87688
1.39173, 9.90268
1.21869, 9.92546
1.04529, 9.94522
0.871559, 9.96195
0.697565, 9.97564
0.523361, 9.98629
0.348995, 9.99391
0.174525, 9.99848
-1.25517, -1.25517
-1.25315, -1.29767
-1.25316, -1.34385
-1.23017, -1.36624
-1.1952, -1.37492
-1.18376, -1.41075
-1.18141, -1.45892
-1.17774, -1.50744
-1.16736, -1.54913
-1.1633, -1.60115
-1.18581, -1.69351
-1.18213, -1.75258
-1.34957, -2.07816
-1.31355, -2.10212
-1.26861, -2.11132
-1.23989, -2.14754
-1.22401, -2.20817
-1.17597, -2.21168
-1.13989, -2.23717
-1.11633, -2.28882
-1.10805, -2.37622
-1.11116, -2.49571
-1.12488, -2.65005
-1.16265, -2.87767
-1.1067, -2.88306
-1.0536, -2.89475
-0.999666, -2.90324
-0.944211, -2.90598
-0.889258, -2.90863
-0.832848, -2.90449
-0.780026, -2.91109
-0.726731, -2.91476
-0.167479, -0.725431
-0.620728, -2.9203
-0.569205, -2.9283
-0.521559, -2.95791
-0.47353, -2.98975
-0.422159, -3.00382
-0.369387, -3.00842
-0.316292, -3.00931
-0.263825, -3.01554
-0.211228, -3.02071
-0.158422, -3.02287
-0.105805, -3.02987
-0.053018, -3.03739
2.29564e-07, -3.04067
0.0531914, -3.04734
0.106627, -3.05339
0.160056, -3.05405
0.2142, -3.0632
0.268532, -3.06933
0.323292, -3.07592
0.378004, -3.07859
0.43319, -3.08231
0.485721, -3.06673
0.537118, -3.04615
0.59797, -3.07629
0.365334, -1.71876
0.398111, -1.72441
0.372726, -1.49492
0.373964, -1.39565
0.39168, -1.36595
0.386199, -1.2632
0.381453, -1.17399
0.398166, -1.15636
0.403585, -1.10884
0.371267, -0.967184
0.41002, -1.01483
0.40872, -0.962884
0.399716, -0.897777
0.396361, -0.849999
0.37889, -0.77684
0.408132, -0.801004
0.419232, -0.788461
0.388072, -0.7001
0.402617, -0.697353
0.373585, -0.621749
0.407718, -0.652486
0.408081, -0.628389
0.406119, -0.602096
0.392608, -0.560702
0.406755, -0.55985
0.386806, -0.513309
0.353545, -0.452517
0.382422, -0.472252
0.428075, -0.51016
0.436874, -0.502566
0.472982, -0.5253
0.48753, -0.522811
0.509875, -0.527991
0.550776, -0.550776
0.566074, -0.546651
0.617878, -0.576181
0.8743, -0.787223
0.755411, -0.656668
0.832563, -0.698603
0.701145, -0.567776
0.722414, -0.564412
0.784118, -0.590875
0.804967, -0.584843
0.805222, -0.563822
0.915171, -0.617291
0.978638, -0.635535
0.948956, -0.592973
0.979737, -0.588685
1.00407, -0.5797
1.04797, -0.580898
1.08689, -0.57791
1.09084, -0.55581
1.10348, -0.538202
1.12608, -0.525099
1.14815, -0.511188
1.15485, -0.490204
1.17936, -0.476491
1.17997, -0.452948
1.18083, -0.429787
1.17633, -0.405044
1.18224, -0.384132
1.18411, -0.362018
1.19152, -0.341662
1.19402, -0.319937
1.19661, -0.298348
1.18356, -0.273245
1.16951, -0.248588
1.167, -0.226842
1.16348, -0.205153
1.1622, -0.184075
1.13513, -0.159531
1.14469, -0.14055
1.14917, -0.120783
1.15014, -0.100624
1.15143, -0.0805162
1.14877, -0.0602043
1.11944, -0.0390916
1.11311, -0.0194295
1.14119, 0
1.14102, 0.0199164
1.14242, 0.0398941
1.15114, 0.0603288
1.15441, 0.0807244
1.15014, 0.100624
1.14917, 0.120782
1.14975, 0.141172
1.15411, 0.1622
1.15302, 0.18262
1.15633, 0.203892
1.15777, 0.225047
1.15704, 0.245936
1.15634, 0.266962
1.15808, 0.288743
1.15567, 0.309662
1.15475, 0.331119
1.15435, 0.35292
1.15395, 0.374942
1.15507, 0.397721
1.15432, 0.420137
1.15042, 0.441603
